sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids
ERS2640798,B1cR2-3_Exp1,SAMEA4820908,Primer B1 Experiment 1 SRT 3 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729825
ERS2640799,B1cR2-3_Exp2,SAMEA4820909,Primer B1 Experiment 2 SRT 3 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729826
ERS2640800,B1cR3-1_Exp1,SAMEA4820910,Primer B1 Experiment 1 SRT 5 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729827
ERS2640801,B1cR3-1_Exp2,SAMEA4820911,Primer B1 Experiment 2 SRT 5 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729828
ERS2640802,B1cR3-2_Exp1,SAMEA4820912,Primer B1 Experiment 1 SRT 5 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729829
ERS2640803,B1cR3-2_Exp2,SAMEA4820913,Primer B1 Experiment 2 SRT 5 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729830
ERS2640804,B1cR3-3_Exp1,SAMEA4820914,Primer B1 Experiment 1 SRT 5 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729831
ERS2640805,B1cR3-3_Exp2,SAMEA4820915,Primer B1 Experiment 2 SRT 5 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729832
ERS2640806,B1cR4-1_Exp1,SAMEA4820916,Primer B1 Experiment 1 SRT 7 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729833
ERS2640807,B1cR4-1_Exp2,SAMEA4820917,Primer B1 Experiment 2 SRT 7 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729834
ERS2640808,B1cR4-2_Exp1,SAMEA4820918,Primer B1 Experiment 1 SRT 7 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729835
ERS2640809,B1cR4-2_Exp2,SAMEA4820919,Primer B1 Experiment 2 SRT 7 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729836
ERS2640810,B1cR4-3_Exp1,SAMEA4820920,Primer B1 Experiment 1 SRT 7 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729837
ERS2640811,B1cR4-3_Exp2,SAMEA4820921,Primer B1 Experiment 2 SRT 7 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729838
ERS2640812,B1cR5-1_Exp1,SAMEA4820922,Primer B1 Experiment 1 SRT 10 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729839
ERS2640813,B1cR5-1_Exp2,SAMEA4820923,Primer B1 Experiment 2 SRT 10 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729840
ERS2640814,B1cR5-2_Exp1,SAMEA4820924,Primer B1 Experiment 1 SRT 10 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729841
ERS2640815,B1cR5-2_Exp2,SAMEA4820925,Primer B1 Experiment 2 SRT 10 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729842
ERS2640816,B1cR5-3_Exp1,SAMEA4820926,Primer B1 Experiment 1 SRT 10 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729843
ERS2640817,B1cR5-3_Exp2,SAMEA4820927,Primer B1 Experiment 2 SRT 10 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729844
ERS2640818,B1cR6-1_Exp1,SAMEA4820928,Primer B1 Experiment 1 SRT 15 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729845
ERS2640819,B1cR6-1_Exp2,SAMEA4820929,Primer B1 Experiment 2 SRT 15 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729846
ERS2640820,B1cR6-2_Exp1,SAMEA4820930,Primer B1 Experiment 1 SRT 15 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729847
ERS2640821,B1cR6-2_Exp2,SAMEA4820931,Primer B1 Experiment 2 SRT 15 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729848
ERS2640822,B1cR6-3_Exp1,SAMEA4820932,Primer B1 Experiment 1 SRT 15 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729849
ERS2640823,B1cR6-3_Exp2,SAMEA4820933,Primer B1 Experiment 2 SRT 15 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729850
ERS2640824,B1gR1-1_Exp1,SAMEA4820934,Primer B1 Experiment 1 SRT 1 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729851
ERS2640825,B1gR1-1_Exp2,SAMEA4820935,Primer B1 Experiment 2 SRT 1 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729852
ERS2640826,B1gR1-2_Exp1,SAMEA4820936,Primer B1 Experiment 1 SRT 1 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729853
ERS2640827,B1gR1-2_Exp2,SAMEA4820937,Primer B1 Experiment 2 SRT 1 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729854
ERS2640828,B1gR1-3_Exp1,SAMEA4820938,Primer B1 Experiment 1 SRT 1 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729855
ERS2640829,B1gR1-3_Exp2,SAMEA4820939,Primer B1 Experiment 2 SRT 1 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729856
ERS2640830,B1gR2-1_Exp1,SAMEA4820940,Primer B1 Experiment 1 SRT 3 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729857
ERS2640831,B1gR2-1_Exp2,SAMEA4820941,Primer B1 Experiment 2 SRT 3 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729858
ERS2640832,B1gR2-2_Exp1,SAMEA4820942,Primer B1 Experiment 1 SRT 3 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729859
ERS2640833,B1gR2-2_Exp2,SAMEA4820943,Primer B1 Experiment 2 SRT 3 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729860
ERS2640834,B1gR2-3_Exp1,SAMEA4820944,Primer B1 Experiment 1 SRT 3 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729861
ERS2640835,B1gR2-3_Exp2,SAMEA4820945,Primer B1 Experiment 2 SRT 3 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729862
ERS2640836,B1gR3-1_Exp1,SAMEA4820946,Primer B1 Experiment 1 SRT 5 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729863
ERS2640837,B1gR3-1_Exp2,SAMEA4820947,Primer B1 Experiment 2 SRT 5 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729864
ERS2640838,B1gR3-2_Exp1,SAMEA4820948,Primer B1 Experiment 1 SRT 5 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729865
ERS2640839,B1gR3-2_Exp2,SAMEA4820949,Primer B1 Experiment 2 SRT 5 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729866
ERS2640840,B1gR3-3_Exp1,SAMEA4820950,Primer B1 Experiment 1 SRT 5 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729867
ERS2640841,B1gR3-3_Exp2,SAMEA4820951,Primer B1 Experiment 2 SRT 5 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729868
ERS2640842,B1gR4-1_Exp1,SAMEA4820952,Primer B1 Experiment 1 SRT 7 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729869
ERS2640843,B1gR4-1_Exp2,SAMEA4820953,Primer B1 Experiment 2 SRT 7 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729870
ERS2640844,B1gR4-2_Exp1,SAMEA4820954,Primer B1 Experiment 1 SRT 7 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729871
ERS2640845,B1gR4-2_Exp2,SAMEA4820955,Primer B1 Experiment 2 SRT 7 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729872
ERS2640846,B1gR4-3_Exp1,SAMEA4820956,Primer B1 Experiment 1 SRT 7 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729873
ERS2640847,B1gR4-3_Exp2,SAMEA4820957,Primer B1 Experiment 2 SRT 7 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729874
ERS2640848,B1gR5-1_Exp1,SAMEA4820958,Primer B1 Experiment 1 SRT 10 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729875
ERS2640849,B1gR5-1_Exp2,SAMEA4820959,Primer B1 Experiment 2 SRT 10 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729876
ERS2640850,B1gR5-2_Exp1,SAMEA4820960,Primer B1 Experiment 1 SRT 10 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729877
ERS2640851,B1gR5-2_Exp2,SAMEA4820961,Primer B1 Experiment 2 SRT 10 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729878
ERS2640852,B1gR5-3_Exp1,SAMEA4820962,Primer B1 Experiment 1 SRT 10 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729879
ERS2640853,B1gR5-3_Exp2,SAMEA4820963,Primer B1 Experiment 2 SRT 10 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729880
ERS2640854,B1gR6-1_Exp1,SAMEA4820964,Primer B1 Experiment 1 SRT 15 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729881
ERS2640855,B1gR6-1_Exp2,SAMEA4820965,Primer B1 Experiment 2 SRT 15 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729882
ERS2640856,B1gR6-2_Exp1,SAMEA4820966,Primer B1 Experiment 1 SRT 15 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729883
ERS2640857,B1gR6-2_Exp2,SAMEA4820967,Primer B1 Experiment 2 SRT 15 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729884
ERS2640858,B1gR6-3_Exp1,SAMEA4820968,Primer B1 Experiment 1 SRT 15 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729885
ERS2640859,B1gR6-3_Exp2,SAMEA4820969,Primer B1 Experiment 2 SRT 15 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729886
ERS2640860,B1-NEG_Exp2,SAMEA4820970,Primer B1 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729887
ERS2640861,B1pos-1_Exp1,SAMEA4820971,Primer B1 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729888
ERS2640862,B1pos-2_Exp1,SAMEA4820972,Primer B1 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729889
ERS2640863,B1pos-3_Exp1,SAMEA4820973,Primer B1 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729890
ERS2640864,B2cR1-1_Exp1,SAMEA4820974,Primer B2 Experiment 1 SRT 1 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729891
ERS2640865,B2cR1-1_Exp2,SAMEA4820975,Primer B2 Experiment 2 SRT 1 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729892
ERS2640866,B2cR1-2_Exp1,SAMEA4820976,Primer B2 Experiment 1 SRT 1 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729893
ERS2640867,B2cR1-2_Exp2,SAMEA4820977,Primer B2 Experiment 2 SRT 1 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729894
ERS2640868,B2cR1-3_Exp1,SAMEA4820978,Primer B2 Experiment 1 SRT 1 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729895
ERS2640869,B2cR1-3_Exp2,SAMEA4820979,Primer B2 Experiment 2 SRT 1 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729896
ERS2640870,B2cR2-1_Exp1,SAMEA4820980,Primer B2 Experiment 1 SRT 3 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729897
ERS2640871,B2cR2-1_Exp2,SAMEA4820981,Primer B2 Experiment 2 SRT 3 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729898
ERS2640872,B2cR2-2_Exp1,SAMEA4820982,Primer B2 Experiment 1 SRT 3 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729899
ERS2640873,B2cR2-2_Exp2,SAMEA4820983,Primer B2 Experiment 2 SRT 3 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729900
ERS2640874,B2cR2-3_Exp1,SAMEA4820984,Primer B2 Experiment 1 SRT 3 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729901
ERS2640875,B2cR2-3_Exp2,SAMEA4820985,Primer B2 Experiment 2 SRT 3 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729902
ERS2640876,B2cR3-1_Exp1,SAMEA4820986,Primer B2 Experiment 1 SRT 5 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729903
ERS2640877,B2cR3-1_Exp2,SAMEA4820987,Primer B2 Experiment 2 SRT 5 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729904
ERS2640878,B2cR3-2_Exp1,SAMEA4820988,Primer B2 Experiment 1 SRT 5 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729905
ERS2640879,B2cR3-2_Exp2,SAMEA4820989,Primer B2 Experiment 2 SRT 5 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729906
ERS2640880,B2cR3-3_Exp1,SAMEA4820990,Primer B2 Experiment 1 SRT 5 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729907
ERS2640881,B2cR3-3_Exp2,SAMEA4820991,Primer B2 Experiment 2 SRT 5 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729908
ERS2640882,B2cR4-1_Exp1,SAMEA4820992,Primer B2 Experiment 1 SRT 7 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729909
ERS2640883,B2cR4-1_Exp2,SAMEA4820993,Primer B2 Experiment 2 SRT 7 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729910
ERS2640884,B2cR4-2_Exp1,SAMEA4820994,Primer B2 Experiment 1 SRT 7 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729911
ERS2640885,B2cR4-2_Exp2,SAMEA4820995,Primer B2 Experiment 2 SRT 7 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729912
ERS2640886,B2cR4-3_Exp1,SAMEA4820996,Primer B2 Experiment 1 SRT 7 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729913
ERS2640887,B2cR4-3_Exp2,SAMEA4820997,Primer B2 Experiment 2 SRT 7 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729914
ERS2640888,B2cR5-1_Exp1,SAMEA4820998,Primer B2 Experiment 1 SRT 10 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729915
ERS2640889,B2cR5-1_Exp2,SAMEA4820999,Primer B2 Experiment 2 SRT 10 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729916
ERS2640890,B2cR5-2_Exp1,SAMEA4821000,Primer B2 Experiment 1 SRT 10 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729917
ERS2640891,B2cR5-2_Exp2,SAMEA4821001,Primer B2 Experiment 2 SRT 10 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729918
ERS2640892,B2cR5-3_Exp1,SAMEA4821002,Primer B2 Experiment 1 SRT 10 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729919
ERS2640893,B2cR5-3_Exp2,SAMEA4821003,Primer B2 Experiment 2 SRT 10 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729920
ERS2640894,B2cR6-1_Exp1,SAMEA4821004,Primer B2 Experiment 1 SRT 15 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729921
ERS2640895,B2cR6-1_Exp2,SAMEA4821005,Primer B2 Experiment 2 SRT 15 day cDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729922
ERS2640896,B2cR6-2_Exp1,SAMEA4821006,Primer B2 Experiment 1 SRT 15 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729923
ERS2640897,B2cR6-2_Exp2,SAMEA4821007,Primer B2 Experiment 2 SRT 15 day cDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729924
ERS2640898,B2cR6-3_Exp1,SAMEA4821008,Primer B2 Experiment 1 SRT 15 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729925
ERS2640899,B2cR6-3_Exp2,SAMEA4821009,Primer B2 Experiment 2 SRT 15 day cDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729926
ERS2640900,B2gR1-1_Exp1,SAMEA4821010,Primer B2 Experiment 1 SRT 1 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729927
ERS2640901,B2gR1-1_Exp2,SAMEA4821011,Primer B2 Experiment 2 SRT 1 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729928
ERS2640902,B2gR1-2_Exp1,SAMEA4821012,Primer B2 Experiment 1 SRT 1 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729929
ERS2640903,B2gR1-2_Exp2,SAMEA4821013,Primer B2 Experiment 2 SRT 1 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729930
ERS2640904,B2gR1-3_Exp1,SAMEA4821014,Primer B2 Experiment 1 SRT 1 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729931
ERS2640905,B2gR1-3_Exp2,SAMEA4821015,Primer B2 Experiment 2 SRT 1 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729932
ERS2640906,B2gR2-1_Exp1,SAMEA4821016,Primer B2 Experiment 1 SRT 3 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729933
ERS2640907,B2gR2-1_Exp2,SAMEA4821017,Primer B2 Experiment 2 SRT 3 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729934
ERS2640908,B2gR2-2_Exp1,SAMEA4821018,Primer B2 Experiment 1 SRT 3 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729935
ERS2640909,B2gR2-2_Exp2,SAMEA4821019,Primer B2 Experiment 2 SRT 3 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729936
ERS2640910,B2gR2-3_Exp1,SAMEA4821020,Primer B2 Experiment 1 SRT 3 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729937
ERS2640911,B2gR2-3_Exp2,SAMEA4821021,Primer B2 Experiment 2 SRT 3 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729938
ERS2640912,B2gR3-1_Exp1,SAMEA4821022,Primer B2 Experiment 1 SRT 5 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729939
ERS2640913,B2gR3-1_Exp2,SAMEA4821023,Primer B2 Experiment 2 SRT 5 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729940
ERS2640914,B2gR3-2_Exp1,SAMEA4821024,Primer B2 Experiment 1 SRT 5 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729941
ERS2640915,B2gR3-2_Exp2,SAMEA4821025,Primer B2 Experiment 2 SRT 5 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729942
ERS2640916,B2gR3-3_Exp1,SAMEA4821026,Primer B2 Experiment 1 SRT 5 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729943
ERS2640917,B2gR3-3_Exp2,SAMEA4821027,Primer B2 Experiment 2 SRT 5 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729944
ERS2640918,B2gR4-1_Exp1,SAMEA4821028,Primer B2 Experiment 1 SRT 7 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729945
ERS2640919,B2gR4-1_Exp2,SAMEA4821029,Primer B2 Experiment 2 SRT 7 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729946
ERS2640920,B2gR4-2_Exp1,SAMEA4821030,Primer B2 Experiment 1 SRT 7 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729947
ERS2640921,B2gR4-2_Exp2,SAMEA4821031,Primer B2 Experiment 2 SRT 7 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729948
ERS2640922,B2gR4-3_Exp1,SAMEA4821032,Primer B2 Experiment 1 SRT 7 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729949
ERS2640923,B2gR4-3_Exp2,SAMEA4821033,Primer B2 Experiment 2 SRT 7 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729950
ERS2640924,B2gR5-1_Exp1,SAMEA4821034,Primer B2 Experiment 1 SRT 10 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729951
ERS2640925,B2gR5-1_Exp2,SAMEA4821035,Primer B2 Experiment 2 SRT 10 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729952
ERS2640926,B2gR5-2_Exp1,SAMEA4821036,Primer B2 Experiment 1 SRT 10 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729953
