OTU,OFEK01,ERZ724020,ERR977407,ERR977409,ERR977410,ERR977423,ERR977424,ERR977425,ERR977403,ERR977404,ERR977405,ERR977406,ERR977411,ERR977415,ERR977417,ERR977421,ERR1352952,ERR1352953,ERR1352956,ERR1352957,ERR1352959,ERR1352962,ERR1352903,ERR1352906,ERR1352908,ERR1352909,ERR1352932,ERR1352934,ERR1352935,ERR1352937,ERR1352940,ERR1352942,ERR1352943,ERR1352946,ERR1352912,ERR1352913,ERR1352928,ERR1352929,ERR1352947,ERR1352950,ERR1352916,ERR1352918,ERR1352920,ERR1352921,ERR1352924,ERR1352925
OTU1,3,1,0,2,2,0,0,4,0,0,0,0,0,1,0,0,7,0,16,0,0,0,0,4,16,0,0,0,7,0,0,4,1,1,10,1,1,0,0,2,0,0,6,0,4,1
OTU2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6,2,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,7,0,11,0,0,0,1,0,0,0,16,0,0,0,0,2,3,4,3,0,0,2
OTU7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9,2,0,0,1,0,0,24,10,0,0,0,0,0,0,0,10,42,4,11,26,0,4,2,55,27,7,22,8,1,7,11,2,1,13,9,2,10,0,2,11,1,11,19,10,28,1
OTU10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,16,0,0,0,0,1,16,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0
OTU12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,47,2,0,0,0,0,0,0,8,2,0,2,2,0,0,1,5,0,2,1,0,1,0,0,1,0,3,2,0,2,0
OTU13,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,9,1,0,1,0,0,4,2,2,2,2,1,0,1,0,0,0,0,0,3,0,0,2,4,2,0,3,1,0,1
OTU14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,412,1,0,3,0,5,408,0,5,0,0,0,7,4,0,3,1,0,1,0,0,0,8,0,66,0,4,0
OTU18,0,1,1,0,0,1,0,13,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,2,0,6,0,0,0,36,1,21,0,0,0
OTU19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU20,0,2,0,13,0,13,150,179,0,0,0,0,2,10,0,3,15,161,30,59,4,4,37,179,139,28,11,9,4,55,13,9,43,26,12,87,51,8,56,51,2,16,19,263,104,156
OTU21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU22,0,1,0,4,4,3,9,16,0,0,0,0,8,77,0,87,107,8,8,9,56,24,7,94,23,2,18,9,5,20,4,11,26,10,163,3,2,4,6,9,1,95,23,15,45,19
OTU23,0,1,1,2,0,2,35,49,0,0,0,0,12,2,0,0,25,13,13,28,123,27,33,116,34,45,29,76,22,40,73,32,63,50,17,24,20,23,15,19,1,10,16,47,73,3
OTU24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU33,0,1,2,2,3,13,33,59,0,0,0,0,1,10,0,0,6,9,6,5,45,1,6,40,15,3,19,12,4,8,11,17,13,2,17,7,3,7,6,5,2,4,5,11,13,8
OTU34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU42,0,1,0,0,0,3,2,6,0,0,0,0,0,0,0,0,5,4,1,15,48,5,11,27,9,3,5,2,0,16,5,51,5,21,30,2,28,9,1,9,5,1,3,9,9,9
OTU43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU46,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,7,1,0,2,2,0,0,0,2,2,1,1,0,1,0,0,0,6,0,0,2,1,0
OTU47,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,2,81,2,0,1,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
OTU48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU49,0,1,0,4,5,38,23,464,0,0,0,0,3,1,0,61,698,291,456,269,1898,235,253,2290,1066,36,680,436,101,187,503,806,255,571,792,79,255,216,145,360,241,299,251,308,945,118
OTU50,0,1,0,0,0,1,1,7,0,0,0,0,0,0,0,4,227,21,73,25,76,62,5,660,224,3,273,94,3,6,153,294,7,103,177,4,54,18,9,112,59,133,127,23,172,4
OTU51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU52,0,1,2,6,1,26,24,122,0,0,0,0,6,8,18,4,15,53,4,39,48,6,21,60,31,12,4,4,16,31,10,12,7,3,11,23,12,20,40,8,0,36,8,60,32,26
OTU53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU55,0,1,0,0,0,0,0,2,0,0,0,0,1,5,0,4,5,0,230,5,1,0,0,3,229,3,0,2,0,1,3,2,5,0,7,7,3,0,0,74,3,1,0,0,1,0
OTU56,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU61,0,0,0,1,0,4,1,6,0,0,0,0,0,1,0,0,7,2,15,2,0,0,1,2,17,0,5,1,1,3,6,5,1,3,6,1,5,2,2,2,1,0,37,1,1,1
OTU62,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
OTU63,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU65,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,20,2,173,1,0,0,1,8,175,0,0,0,0,0,1,71,0,0,2,0,1,0,0,0,0,0,29,0,5,0
OTU66,0,0,0,0,2,0,2,23,0,0,0,0,4,3,0,0,216,5,839,19,1,10,1,75,884,0,7,2,1,0,2,1074,0,16,33,1,20,0,3,11,6,5,87,0,52,0
OTU67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0
OTU70,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,3,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,6,7,141,0,0,0
OTU71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,0,0,28,1,1,0,3,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,7,0,1,0,0,2,0
OTU73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU74,0,0,0,0,0,3,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,7,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1
OTU75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,13,4,0,2,3,0,0,3,9,1,0,8,0,0,0,0,1,1,3,2,0,1,0
OTU76,0,0,0,0,0,3,11,19,0,0,0,0,0,2,0,2,43,11,185,9,14,55,1,384,265,1,84,54,3,5,85,151,9,19,242,1,42,2,1,53,25,91,43,6,94,6
OTU77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,1,1,4,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
OTU78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,9,2,0,0,1,0,0,1,3,1,0,3,0,0,0,0,1,0,0,0,0,0,1
OTU79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU80,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,1
OTU81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU82,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,1,0,4,6,0,6,1,3,2,7,4,2,1,0,1,2,5,0,1,3,2,0,1,1,3,2,1,1,0,1,3
OTU83,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,5,1,1,0,2,1,1,0,0,1,0,2,0,0,2,0,0,2,0,1,0,0,0,1,0,4
OTU84,0,0,0,0,0,3,1,3,0,0,0,0,0,3,0,0,1,0,1,1,2,0,1,1,1,0,1,1,0,0,1,1,0,0,2,0,0,4,0,0,0,0,1,0,0,3
OTU85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU86,0,0,0,0,0,8,22,27,0,0,0,0,0,7,0,2,71,3,39,4,9,55,0,392,100,7,168,47,0,10,74,78,8,35,208,2,25,0,11,1211,39,32,16,7,102,26
OTU87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0
OTU88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,17,2,0,0,1,0,0,3,1,2,1,2,0,2,0,0,1,1,2,4,0,1,3
OTU89,0,0,0,2,0,2,1,4,0,0,0,0,0,8,0,0,3,2,17,1,3,1,0,6,25,1,0,1,0,0,1,1,0,0,4,0,2,0,0,0,0,1,2,0,2,9
OTU90,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU91,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU92,0,0,0,0,0,6,3,5,0,0,0,0,1,1,0,0,0,1,0,0,0,5,2,9,1,0,1,1,0,1,1,0,4,0,4,2,0,0,0,0,1,2,2,1,5,5
OTU93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
OTU94,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
OTU95,0,0,1,29,3,40,226,289,0,0,0,0,6,19,0,0,7,6,2,3,6,1,6,26,7,1,0,4,0,66,7,14,12,2,0,2,8,2,13,2,1,1,3,17,21,38
OTU96,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,6,6,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,9
OTU97,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4
OTU98,0,0,1,0,0,4,6,2,0,0,0,0,0,34,0,4,10,1,5,0,21,1,14,28,12,3,1,2,0,8,6,4,2,3,7,6,2,2,0,2,0,0,9,1,13,18
OTU99,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,10,0,4,3,2,2,0,1,0,1,0,2,0,3,0,2,2,5,1,0,0,0,0,0,1,13
OTU100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
OTU101,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU103,0,0,2,7,1,3,1,5,0,0,0,0,1,10,0,0,5,1,4,0,74,0,3,4,9,20,0,5,0,8,0,2,0,10,6,3,4,6,0,0,0,0,6,0,2,17
OTU104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
OTU105,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3
OTU106,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,4,3,0,1,0,0,0,0,0,2,0,0,2,1,0,9,0,0,0,0,2,0,0,12
OTU107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
OTU108,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU110,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1
OTU111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,2,0,2,0,1,0,9,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,1,0,0,3
OTU112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,1,0,0,0,1,2,0,0,1,1,0,0,4,0,0,0,0,2,1,0,0,0,0,1,0,1
OTU114,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2
OTU115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU119,0,0,0,2,0,3,3,7,0,0,0,0,0,3,0,6,4,3,1,1,11,2,0,22,5,1,6,2,1,1,1,6,3,2,13,1,6,1,2,3,4,1,5,2,11,3
OTU120,0,0,0,2,0,0,2,1,0,0,0,0,2,5,0,36,12,0,3,1,7,1,0,4,8,2,9,4,1,2,1,6,2,0,22,3,4,4,1,3,2,10,1,1,2,3
OTU121,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,2
OTU122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,3,1,2,0,0,7,6,0,10,1,1,1,1,0,0,2,28,1,0,0,3,1,0,0,2,2,1,2
OTU123,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,1,0,2,4,1,0,0,3,5,0,0,0,3,7,0,0,2,1,2,0,0,4,3,0,0,2,3,3,3,0
OTU124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU127,0,0,0,1,0,0,1,2,0,0,0,0,0,6,0,7,13,3,6,1,8,9,2,42,14,2,6,13,0,2,9,32,5,4,16,1,4,1,0,12,4,6,6,8,5,5
OTU128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,2,0,185,15,0,27,5,0,0,11,29,0,1,10,0,21,0,1,5,2,1,1,0,145,1
OTU130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,10,0
OTU131,0,0,0,0,0,4,2,7,0,0,0,0,0,4,0,4,44,0,27,2,0,7,0,85,50,1,9,11,0,0,45,50,1,3,26,0,12,4,0,58,2,7,27,0,22,1
OTU132,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,26,2,0,11,2,0,0,1,2,4,1,4,1,4,0,1,0,0,0,2,0,15,0
OTU133,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0,5,45,1,19,1,5,19,0,162,52,0,50,16,0,2,37,161,4,17,61,1,23,1,1,133,8,25,16,1,37,5
OTU134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU135,0,0,0,0,0,0,3,8,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,9,3,0,0,4,0,0,1,0,0,0,3,1,4,1,1,2,1,0,1,0,7,0
OTU136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU137,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
OTU138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU139,0,0,0,0,0,2,11,26,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,5,0,0,0,0,0,3,1,1,2,0,0,0,1,0,10,0,0,1,0,8,3,7
OTU140,0,0,0,6,0,3,13,82,0,0,0,0,0,1,0,2,14,7,0,14,12,0,0,15,5,2,2,3,8,15,4,1,4,2,0,3,3,13,205,7,7,0,5,29,11,17
OTU141,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
