Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genus_Species,ERR1076078
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Kribbia,dieselivorans,Kribbia_dieselivorans,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Lapillicoccus,jejuensis,Lapillicoccus_jejuensis,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Marihabitans,asiaticum,Marihabitans_asiaticum,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,aurum,Microbacterium_aurum,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,lacticum,Microbacterium_lacticum,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Pseudoclavibacter,bifida,Pseudoclavibacter_bifida,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,castelli,Arthrobacter_castelli,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,nitroguajacolicus,Arthrobacter_nitroguajacolicus,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,palustris,Kocuria_palustris,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,dentocariosa,Rothia_dentocariosa,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa,Rothia_mucilaginosa,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,aquatica,Micromonospora_aquatica,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Phytohabitans,suffuscus,Phytohabitans_suffuscus,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,vaccae,Mycobacterium_vaccae,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,equi,Rhodococcus_equi,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,fascians,Rhodococcus_fascians,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,ruber,Rhodococcus_ruber,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,dilutus,Nocardioides_dilutus,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Luteimicrobium,subarcticum,Luteimicrobium_subarcticum,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Aestuariimicrobium,kwangyangense,Aestuariimicrobium_kwangyangense,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionimicrobium,lymphophilum,Propionimicrobium_lymphophilum,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Tessaracoccus,bendigoensis,Tessaracoccus_bendigoensis,2
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Prauserella,rugosa,Prauserella_rugosa,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,animalis,Bifidobacterium_animalis,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,longum,Bifidobacterium_longum,1
Bacteria,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,Collinsella_aerofaciens,1
Bacteria,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,coprosuis,Bacteroides_coprosuis,0
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Nitritalea,halalkaliphila,Nitritalea_halalkaliphila,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha,ignava,Cryomorpha_ignava,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,columnare,Flavobacterium_columnare,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,gelidilacus,Flavobacterium_gelidilacus,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,succinicans,Flavobacterium_succinicans,1
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Terrimonas,ferruginea,Terrimonas_ferruginea,0
Bacteria,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Lewinella,cohaerens,Lewinella_cohaerens,0
Bacteria,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,acanthamoebae,Parachlamydia_acanthamoebae,0
Bacteria,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,thermolimosa,Anaerolinea_thermolimosa,0
Bacteria,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Oscillochloridaceae,Oscillochloris,trichoides,Oscillochloris_trichoides,0
Bacteria,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,minutum,Elusimicrobium_minutum,0
Bacteria,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,succinogenes,Fibrobacter_succinogenes,1
Bacteria,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,coahuilensis,Bacillus_coahuilensis,0
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,Lactobacillus_iners,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,celatum,Clostridium_celatum,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,Clostridium_perfringens,2
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,meridiei,Desulfosporosinus_meridiei,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,metallolevans,Clostridium_metallolevans,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,difficile,Clostridium_difficile,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,flavefaciens,Ruminococcus_flavefaciens,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula,Veillonella_parvula,0
Bacteria,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Caldicellulosiruptoraceae,Caldicellulosiruptor,saccharolyticus,Caldicellulosiruptor_saccharolyticus,1
Bacteria,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,vadensis,Victivallis_vadensis,0
Bacteria,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Nostocoida,limicola,Nostocoida_limicola,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,henricii,Caulobacter_henricii,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,elkanii,Bradyrhizobium_elkanii,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Pseudomonas,carboxydohydrogena,Pseudomonas_carboxydohydrogena,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,sulfonivorans,Hyphomicrobium_sulfonivorans,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,zavarzinii,Hyphomicrobium_zavarzinii,3
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,australicum,Pedomicrobium_australicum,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,oryzae,Pleomorphomonas_oryzae,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,leguminosarum,Rhizobium_leguminosarum,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,doebereinerae,Azorhizobium_doebereinerae,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Anaerospora,hongkongensis,Anaerospora_hongkongensis,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,aminovorans,Paracoccus_aminovorans,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,marcusii,Paracoccus_marcusii,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Piezobacter,thermophilus,Piezobacter_thermophilus,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Paracraurococcus,ruber,Paracraurococcus_ruber,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,amazonense,Azospirillum_amazonense,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,massiliensis,Azospirillum_massiliensis,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Constrictibacter,antarcticus,Constrictibacter_antarcticus,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,limosus,Inquilinus_limosus,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,centenum,Rhodospirillum_centenum,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,nanhaisediminis,Erythrobacter_nanhaisediminis,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium,ramosum,Erythromicrobium_ramosum,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,acidiphilum,Novosphingobium_acidiphilum,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,capsulatum,Novosphingobium_capsulatum,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,stygium,Novosphingobium_stygium,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,wittichii,Sphingomonas_wittichii,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,faecalis,Alcaligenes_faecalis,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Brackiella,oedipodis,Brackiella_oedipodis,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pelistega,europaea,Pelistega_europaea,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,andropogonis,Burkholderia_andropogonis,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei,Burkholderia_glathei,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,CandidatusGlomeribacter,gigasporarum,CandidatusGlomeribacter_gigasporarum,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Salinispora,tropica,Salinispora_tropica,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,caeni,Acidovorax_caeni,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,delafieldii,Acidovorax_delafieldii,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,wohlfahrtii,Acidovorax_wohlfahrtii,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,tertiaricarbonis,Aquincola_tertiaricarbonis,3
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,curvus,Limnohabitans_curvus,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Mitsuaria,chitosanitabida,Mitsuaria_chitosanitabida,3
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,depolymerans,Roseateles_depolymerans,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,gelatinosus,Rubrivivax_gelatinosus,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,paradoxus,Variovorax_paradoxus,6
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,lividum,Janthinobacterium_lividum,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,mobilis,Methylotenera_mobilis,627
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,glucosotrophus,Methylovorus_glucosotrophus,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,cinerea,Neisseria_cinerea,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,marina,Nitrosomonas_marina,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,ureae,Nitrosomonas_ureae,2
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,tenuis,Nitrosovibrio_tenuis,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,fungiphilus,Dechloromonas_fungiphilus,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Georgfuchsia,toluolica,Georgfuchsia_toluolica,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,bacteriovorus,Bdellovibrio_bacteriovorus,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,oleovorans,Desulfococcus_oleovorans,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,mexicanus,Desulfovibrio_mexicanus,1
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,putealis,Desulfovibrio_putealis,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,lovleyi,Geobacter_lovleyi,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,exiguus,Corallococcus_exiguus,1
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,exedens,Nannocystis_exedens,1
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,fasciculatus,Aetherobacter_fasciculatus,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,fumosum,Polyangium_fumosum,1
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,cellulosum,Sorangium_cellulosum,1
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum,kujiense,Sulfuricurvum_kujiense,2
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,hydrophila,Aeromonas_hydrophila,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,bryozoorum,Marinobacter_bryozoorum,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,vinosum,Allochromatium_vinosum,1
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa,imhoffii,Thiocapsa_imhoffii,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,halophila,Halorhodospira_halophila,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,ganghwensis,Hahella_ganghwensis,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,phosphatis,Halomonas_phosphatis,1
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,guillouiae,Acinetobacter_guillouiae,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,johnsonii,Acinetobacter_johnsonii,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,lwoffii,Acinetobacter_lwoffii,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,celer,Psychrobacter_celer,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,alcaligenes,Pseudomonas_alcaligenes,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,thermotolerans,Pseudomonas_thermotolerans,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thioploca,ingrica,Thioploca_ingrica,6
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,eikelboomii,Thiothrix_eikelboomii,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,brunescens,Lysobacter_brunescens,1
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,mexicana,Pseudoxanthomonas_mexicana,1
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,axonopodis,Xanthomonas_axonopodis,0
Bacteria,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta,aurantia,Spirochaeta_aurantia,0
