Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Family_Genus,ERR1356697,ERR1356701,ERR1356704,ERR1356734,ERR1356738,ERR1356743,ERR1356695,ERR1356699,ERR1356736,ERR1356745,ERR1356748,ERR1356751,ERR1356693,ERR1356710,ERR1356712,ERR1356717,ERR1356753,ERR1356714,ERR1356719,ERR1356720,ERR1356723,ERR1356725,ERR1356728,ERR1356727,ERR1356731,ERR1356733,ERR1356761,ERR1356762,ERR1356703,ERR1356707,ERR1356740,ERR1356754,ERR1356756,ERR1356759,ERR1356708,ERR1356746
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Kaistibacter,Kaistibacter_Frankiaceae,0,0,0,10,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus,Blastococcus_Geodermatophilaceae,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus_Geodermatophilaceae,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Modestobacter,Modestobacter_Geodermatophilaceae,0,16,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Glycomyces,Glycomyces_Glycomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Gordonia_Gordoniaceae,20,2,0,6,5,1,9,10,6,0,2,0,15,2,0,2,1,1,2,7,6,4,1,1,4,2,0,3,2,2,25,0,2,2,2,20
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Arsenicicoccus,Arsenicicoccus_Intrasporangiaceae,2,0,3,4,1,0,0,2,1,0,0,0,7,0,0,2,0,0,0,0,9,2,0,0,11,4,0,0,0,0,3,0,0,0,2,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Intrasporangium,Intrasporangium_Intrasporangiaceae,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,Janibacter_Intrasporangiaceae,23,1,4,11,2,2,5,22,9,2,0,1,56,1,1,6,1,0,0,1,31,10,2,1,19,5,10,0,4,11,9,1,0,1,8,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Knoellia,Knoellia_Intrasporangiaceae,7,6,5,15,0,0,1,5,0,1,0,0,17,0,0,1,0,0,0,1,14,4,2,2,5,0,2,0,0,3,5,0,1,0,5,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Kribbia,Kribbia_Intrasporangiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Kytococcus,Kytococcus_Intrasporangiaceae,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Lapillicoccus,Lapillicoccus_Intrasporangiaceae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Marihabitans,Marihabitans_Intrasporangiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Oryzihumus,Oryzihumus_Intrasporangiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Phycicoccus,Phycicoccus_Intrasporangiaceae,13,5,12,27,0,0,3,3,11,0,1,1,26,0,0,5,3,0,0,0,12,7,4,12,23,0,9,1,2,7,13,1,1,0,12,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Terracoccus,Terracoccus_Intrasporangiaceae,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Tetrasphaera,Tetrasphaera_Intrasporangiaceae,6,0,2,4,0,0,6,4,0,0,0,0,12,1,0,0,0,0,0,0,6,1,0,13,10,1,0,0,0,0,1,1,0,0,3,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Jonesiaceae,Jonesia,Jonesia_Jonesiaceae,0,0,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineococcus,Kineococcus_Kineosporiaceae,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineosporia,Kineosporia_Kineosporiaceae,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Quadrisphaera,Quadrisphaera_Kineosporiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agrococcus,Agrococcus_Microbacteriaceae,1,0,0,0,0,1,2,1,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Agromyces_Microbacteriaceae,0,2,0,1,0,0,0,2,1,1,0,0,6,0,1,0,1,0,0,0,2,1,0,2,0,1,2,0,0,0,0,0,0,1,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Clavibacter,Clavibacter_Microbacteriaceae,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium,Cryobacterium_Microbacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryocola,Cryocola_Microbacteriaceae,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,6,0,2,0,1,0,3,0,5,0,0,0,0,0,0,0,0,0,3
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Curtobacterium,Curtobacterium_Microbacteriaceae,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Frigoribacterium,Frigoribacterium_Microbacteriaceae,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Herbiconiux,Herbiconiux_Microbacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter_Microbacteriaceae,7,0,0,0,2,2,1,9,3,3,0,2,18,12,0,0,2,9,0,1,1,0,2,4,3,4,6,1,4,1,1,0,2,2,1,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium_Microbacteriaceae,25,6,3,13,2,46,65,103,6,66,6,8,239,3,40,7,7,15,5,25,9,15,14,24,10,26,95,24,26,3,9,0,12,38,4,15
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Mycetocola,Mycetocola_Microbacteriaceae,5,1,0,0,1,2,4,11,1,2,0,1,17,0,6,1,2,5,0,1,3,0,0,3,4,4,4,4,3,1,1,1,1,5,1,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Pseudoclavibacter,Pseudoclavibacter_Microbacteriaceae,3,0,0,0,0,0,0,1,0,1,0,1,5,0,2,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,2
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Rathayibacter,Rathayibacter_Microbacteriaceae,2,0,1,0,0,0,1,3,2,2,0,0,3,2,1,0,0,4,0,0,3,0,0,1,4,1,0,2,2,2,0,0,1,1,2,3
